t,stamp,label,moving,cmd_waist,cmd_shoulder,cmd_elbow,cmd_wrist_angle,cmd_wrist_rotate,meas_waist,meas_shoulder,meas_elbow,meas_wrist_angle,meas_wrist_rotate,enc_x,enc_y,enc_z,enc_qx,enc_qy,enc_qz,enc_qw,cam_x,cam_y,cam_z,cam_qx,cam_qy,cam_qz,cam_qw,fk_x,fk_y,fk_z,fk_pitch,raw_x,raw_y,raw_z,raw_qx,raw_qy,raw_qz,raw_qw
12.252789974212646,1789093436.5270875,r18z16w-29p69t-52,0,-0.5,-0.4492,0.1348,1.5145,-0.9,-0.4970097839832306,-0.4555923044681549,0.1595340073108673,1.5109710693359375,-0.9065826535224915,0.15593447754778642,-0.08458294224417595,0.15630952883948318,-0.222002869963877,0.586317654631784,0.06108677248901143,0.7766690027429715,0.18837540263288657,-0.07554305762464213,0.22240843997774573,-0.5691118015743565,0.2287736772329244,-0.5102822316495532,0.602815399585037,0.15796170113905036,-0.08629487063222394,0.1599845170996135,1.2001,-0.06888561202387615,-0.035828326074969996,0.46753147433435954,-0.005097506521584833,0.8929076228927342,0.397911020682228,0.21061056959928884
12.31484079360962,1789093436.5270875,r18z16w-29p69t-52,0,-0.5,-0.4492,0.1348,1.5145,-0.9,-0.4970097839832306,-0.4555923044681549,0.1595340073108673,1.5109710693359375,-0.9065826535224915,0.1559630029083156,-0.08459841514638514,0.15637092294635044,-0.22206843436088577,0.5862165818663544,0.06101336658409163,0.7767323211399845,0.18837540263288657,-0.07554305762464213,0.22240843997774573,-0.5691118015743565,0.2287736772329244,-0.5102822316495532,0.602815399585037,0.15796170113905036,-0.08629487063222394,0.1599845170996135,1.2001,-0.06888561202387615,-0.035828326074969996,0.46753147433435954,-0.005097506521584833,0.8929076228927342,0.397911020682228,0.21061056959928884
12.315311908721924,1789093436.5270875,r18z16w-29p69t-52,0,-0.5,-0.4492,0.1348,1.5145,-0.9,-0.4970097839832306,-0.4555923044681549,0.1595340073108673,1.5109710693359375,-0.9065826535224915,0.1559630029083156,-0.08459841514638514,0.15637092294635044,-0.22206843436088577,0.5862165818663544,0.06101336658409163,0.7767323211399845,0.18837540263288657,-0.07554305762464213,0.22240843997774573,-0.5691118015743565,0.2287736772329244,-0.5102822316495532,0.602815399585037,0.15796170113905036,-0.08629487063222394,0.1599845170996135,1.2001,-0.06888561202387615,-0.035828326074969996,0.46753147433435954,-0.005097506521584833,0.8929076228927342,0.397911020682228,0.21061056959928884
12.315734386444092,1789093436.5604446,r18z16w-29p69t-52,0,-0.5,-0.4492,0.1348,1.5145,-0.9,-0.4970097839832306,-0.4555923044681549,0.1595340073108673,1.512505054473877,-0.9065826535224915,0.15604166132361216,-0.08464108152974484,0.15654045516824064,-0.2222493991585486,0.5859374948990225,0.060810719948571186,0.7769070169489131,0.18838071382987823,-0.07553585246234358,0.22241956190290918,-0.5690049867107042,0.22885690892221844,-0.5102535426656978,0.6029089172785751,0.15796170113905036,-0.08629487063222394,0.1599845170996135,1.2001,-0.06887914738843064,-0.0358274740497753,0.4675187738249919,-0.00498753971435465,0.8929496972534678,0.39787825668608146,0.21049668757247128
12.316415071487427,1789093436.5604446,r18z16w-29p69t-52,0,-0.5,-0.4492,0.1348,1.5145,-0.9,-0.4970097839832306,-0.4555923044681549,0.1595340073108673,1.512505054473877,-0.9065826535224915,0.15604166132361216,-0.08464108152974484,0.15654045516824064,-0.2222493991585486,0.5859374948990225,0.060810719948571186,0.7769070169489131,0.18838071382987823,-0.07553585246234358,0.22241956190290918,-0.5690049867107042,0.22885690892221844,-0.5102535426656978,0.6029089172785751,0.15796170113905036,-0.08629487063222394,0.1599845170996135,1.2001,-0.06887914738843064,-0.0358274740497753,0.4675187738249919,-0.00498753971435465,0.8929496972534678,0.39787825668608146,0.21049668757247128
12.31675124168396,1789093436.5604446,r18z16w-29p69t-52,0,-0.5,-0.4492,0.1348,1.5145,-0.9,-0.4970097839832306,-0.4555923044681549,0.1595340073108673,1.512505054473877,-0.9065826535224915,0.15604166132361216,-0.08464108152974484,0.15654045516824064,-0.2222493991585486,0.5859374948990225,0.060810719948571186,0.7769070169489131,0.18838071382987823,-0.07553585246234358,0.22241956190290918,-0.5690049867107042,0.22885690892221844,-0.5102535426656978,0.6029089172785751,0.15796170113905036,-0.08629487063222394,0.1599845170996135,1.2001,-0.06887914738843064,-0.0358274740497753,0.4675187738249919,-0.00498753971435465,0.8929496972534678,0.39787825668608146,0.21049668757247128
12.317206382751465,1789093436.5604446,r18z16w-29p69t-52,0,-0.5,-0.4492,0.1348,1.5145,-0.9,-0.4970097839832306,-0.4555923044681549,0.1595340073108673,1.512505054473877,-0.9065826535224915,0.15604166132361216,-0.08464108152974484,0.15654045516824064,-0.2222493991585486,0.5859374948990225,0.060810719948571186,0.7769070169489131,0.18838071382987823,-0.07553585246234358,0.22241956190290918,-0.5690049867107042,0.22885690892221844,-0.5102535426656978,0.6029089172785751,0.15796170113905036,-0.08629487063222394,0.1599845170996135,1.2001,-0.06887914738843064,-0.0358274740497753,0.4675187738249919,-0.00498753971435465,0.8929496972534678,0.39787825668608146,0.21049668757247128
12.31753659248352,1789093436.5604446,r18z16w-29p69t-52,0,-0.5,-0.4492,0.1348,1.5145,-0.9,-0.4970097839832306,-0.4555923044681549,0.1595340073108673,1.512505054473877,-0.9065826535224915,0.15604166132361216,-0.08464108152974484,0.15654045516824064,-0.2222493991585486,0.5859374948990225,0.060810719948571186,0.7769070169489131,0.18838071382987823,-0.07553585246234358,0.22241956190290918,-0.5690049867107042,0.22885690892221844,-0.5102535426656978,0.6029089172785751,0.15796170113905036,-0.08629487063222394,0.1599845170996135,1.2001,-0.06887914738843064,-0.0358274740497753,0.4675187738249919,-0.00498753971435465,0.8929496972534678,0.39787825668608146,0.21049668757247128
12.31821084022522,1789093436.5604446,r18z16w-29p69t-52,0,-0.5,-0.4492,0.1348,1.5145,-0.9,-0.4970097839832306,-0.4555923044681549,0.1595340073108673,1.512505054473877,-0.9065826535224915,0.15604166132361216,-0.08464108152974484,0.15654045516824064,-0.2222493991585486,0.5859374948990225,0.060810719948571186,0.7769070169489131,0.18838071382987823,-0.07553585246234358,0.22241956190290918,-0.5690049867107042,0.22885690892221844,-0.5102535426656978,0.6029089172785751,0.15796170113905036,-0.08629487063222394,0.1599845170996135,1.2001,-0.06887914738843064,-0.0358274740497753,0.4675187738249919,-0.00498753971435465,0.8929496972534678,0.39787825668608146,0.21049668757247128
12.31853699684143,1789093436.5604446,r18z16w-29p69t-52,0,-0.5,-0.4492,0.1348,1.5145,-0.9,-0.4970097839832306,-0.4555923044681549,0.1595340073108673,1.512505054473877,-0.9065826535224915,0.15604166132361216,-0.08464108152974484,0.15654045516824064,-0.2222493991585486,0.5859374948990225,0.060810719948571186,0.7769070169489131,0.18838071382987823,-0.07553585246234358,0.22241956190290918,-0.5690049867107042,0.22885690892221844,-0.5102535426656978,0.6029089172785751,0.15796170113905036,-0.08629487063222394,0.1599845170996135,1.2001,-0.06887914738843064,-0.0358274740497753,0.4675187738249919,-0.00498753971435465,0.8929496972534678,0.39787825668608146,0.21049668757247128
